QuestName,Level,Scenario,XP,Gil,femaleWords,maleWords
The Key to the Castle,Lv. 73,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,220320,4493,234,636
The Labors of Magnai,Lv. 66,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,106000,865,49,868
The Ladder,Lv. 78,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,227520,1085,130,874
The Lady in Red,Lv. 69,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,109000,993,347,247
The Lady of Bliss,Lv. 67,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,107000,4229,405,68
The Last Voyage,Lv. 62,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,102000,662,0,488
The Lawless Ones,Lv. 73,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,220320,460,105,0
The Least among Us,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,930,59,329
The Legacy of Our Fathers,Lv. 69,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,109000,1034,332,1176
The Light of Inspiration,Lv. 79,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,228960,949,74,879
The Lightwardens,Lv. 71,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,217440,4663,0,0
The Limits of Our Endurance,Lv. 67,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,107000,696,476,502
The Lominsan Envoy,Lv. 15,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,5760,286,1520,1919
The Lominsan Way,Lv. 30,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,12480,2416,317,521
The Lord of the Revel,Lv. 63,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,103000,2863,448,44
The Lure of the Dream,Lv. 67,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,107000,625,610,233
The Mad King's Trove,Lv. 70,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Stormblood Main Scenario Quests ⇒  Post-Ala Mhigan Liberation,10800,4325,0,583
The Man Within,Lv. 60,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Dragonsong Main Scenario Quests ⇒  Dragonsong War,5000,713,453,675
The Man from Ul'dah,Lv. 61,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,101000,688,156,809
The Measure of His Reach,Lv. 70,Main Scenario (ARR/Heavensward/Stormblood) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,46000,2101,32,818
The Mother of Exiles,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,NA,661,759
The Nonmind,Lv. 52,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Heavensward Main Scenario Quests ⇒  Heavensward,48360,473,62,537
The Obvious Solution,Lv. 60,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Dragonsong Main Scenario Quests ⇒  Post-Dragonsong War,5000,1182,136,66
The Ones We Leave Behind,Lv. 64,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,104000,881,506,340
The Oracle of Light,Lv. 72,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,218880,NA,439,231
The Parting Glass,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,1502,194,550
The Path Forward,Lv. 68,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,108000,631,262,749
The Path of the Righteous,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,2908,38,1057
The Perfect Prey,Lv. 31,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,12800,NA,0,341
The Perfect Swarm,Lv. 11,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,4000,188,0,174
The Price of Freedom,Lv. 69,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,109000,4101,403,411
The Price of Principles,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,939,605,660
The Primary Agreement,Lv. 70,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Stormblood Main Scenario Quests ⇒  Post-Ala Mhigan Liberation,10800,3000,500,946
The Prodigal Daughter,Lv. 60,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,100000,583,108,476
The Promise of a New Beginning,Lv. 60,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,100000,583,195,419
The Reason Roaille,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,2000,194,642
The Reluctant Researcher,Lv. 42,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,22440,1676,187,234
The Resonant,Lv. 69,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,109000,1936,287,517
The Rising Chorus,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,2486,639,625
The Road Home,Lv. 68,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,108000,300,182,373
The Road Less Traveled,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,758,115,617
The Road to Zenith,Lv. 54,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Heavensward Main Scenario Quests ⇒  Heavensward,49920,605,45,174
The Room Where It Happened,Lv. 67,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,107000,1203,253,405
The Rose and the Unicorn,Lv. 36,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,17100,1544,0,465
The Scions of the Seventh Dawn,Lv. 17,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,6240,NA,578,0
The Sea Rises,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,1080,533,11
The Search for Lord Hien,Lv. 65,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,105000,717,784,331
The Search for Sicard,Lv. 80,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Shadowbringers Main Scenario Quests II ⇒  Dark Reprise,22440,815,79,934
The Silence of the Gods,Lv. 67,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,107000,802,947,537
The Sins of Antiquity,Lv. 57,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Heavensward Main Scenario Quests ⇒  Heavensward,52260,752,89,1279
The Solace of the Sea,Lv. 62,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,102000,629,244,140
The Song Begins,Lv. 55,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Heavensward Main Scenario Quests ⇒  Heavensward,50700,761,67,453
The Spice of Life,Lv. 56,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Heavensward Main Scenario Quests ⇒  Heavensward,51480,527,40,385
The Steps of Faith (Quest),Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,3306,88,737
The Stubborn Remainder,Lv. 64,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,104000,676,762,133
The Sword in the Store,Lv. 70,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Stormblood Main Scenario Quests ⇒  Post-Ala Mhigan Liberation,10800,715,415,399
The Syrcus Trench,Lv. 70,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,216000,1299,215,161
The Talk of Coerthas,Lv. 37,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,17480,1478,156,500
The Things We Do for Cheese,Lv. 32,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,13940,3802,106,206
The Time Left to Us,Lv. 70,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,216000,1189,257,92
The Time between the Seconds,Lv. 64,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,104000,1975,274,90
The Trine Towers,Lv. 52,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Heavensward Main Scenario Quests ⇒  Heavensward,48360,734,439,178
The Trolley Problem,Lv. 76,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,224640,1062,146,1097
The Truth Hurts,Lv. 76,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,224640,830,49,883
The Ul'dahn Envoy,Lv. 15,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,5760,286,2339,929
The Ultimate Weapon,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,2340,15000,159,288
The Unbroken Thread,Lv. 79,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,228960,1197,680,2298
The Undying Ones,Lv. 66,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,106000,865,172,358
The Unending War,Lv. 36,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,17100,NA,152,577
The View from Above,Lv. 78,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,227520,1157,304,1176
The Way Home,Lv. 80,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Shadowbringers Main Scenario Quests ⇒  The Voyage Home,22440,1694,180,367
The Wheel Turns,Lv. 73,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,220320,1139,142,1521
The Whims of the Divine,Lv. 63,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,103000,602,310,391
The Will of the Moon,Lv. 70,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Stormblood Main Scenario Quests ⇒  Post-Ala Mhigan Liberation,10800,2465,655,313
The Will to Live,Lv. 64,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,104000,1052,530,207
The Wisdom of Allag,Lv. 80,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Shadowbringers Main Scenario Quests II ⇒  Dark Reprise,22440,NA,505,915
The Word of the Mother,Lv. 60,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Dragonsong Main Scenario Quests ⇒  Dragonsong War,5000,4500,1270,484
The World Turned Upside Down,Lv. 67,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,107000,1424,538,1003
The Wyrm's Lair,Lv. 54,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Heavensward Main Scenario Quests ⇒  Heavensward,49920,755,46,398
The Wyrm's Roar,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,767,0,1451
There and Back Again,Lv. 31,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,12800,NA,0,132
This War of Ours,Lv. 60,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Dragonsong Main Scenario Quests ⇒  Dragonsong War,5000,1194,160,661
Threat Level Elevated,Lv. 11,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,4000,191,120,172
Three for Three,Lv. 36,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,17100,1826,0,536
Through the Maelstrom,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,4800,7000,118,29
"Tide Goes in, Imperials Go Out",Lv. 63,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,103000,669,133,339
Tidings from Gyr Abania,Lv. 60,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Dragonsong Main Scenario Quests ⇒  Post-Dragonsong War,5000,1119,233,250
Tidings from the East,Lv. 70,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Stormblood Main Scenario Quests ⇒  Post-Ala Mhigan Liberation,10800,969,407,99
Till Sea Swallows All,Lv. 20,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,6960,1025,204,24
To Bend with the Wind,Lv. 62,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,102000,1262,598,379
To Guard a Guardian,Lv. 14,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,5520,NA,710,947
To Siege or Not to Siege,Lv. 51,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Heavensward Main Scenario Quests ⇒  Heavensward,47580,972,89,703
To Storm-tossed Seas,Lv. 79,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,228960,1396,240,870
To the Bannock,Lv. 4,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,1040,127,99,154
Token of Faith,Lv. 60,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,100000,550,0,386
Top of the Tree,Lv. 75,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,223200,785,1284,125
Traitor in the Midst,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,901,318,226
Travelers of Norvrandt,Lv. 70,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,216000,1335,0,880
Trial by Turtle,Lv. 30,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,12480,NA,0,311
Two Sides of a Coin,Lv. 60,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Dragonsong Main Scenario Quests ⇒  Post-Dragonsong War,5000,1912,716,1318
Under the Moonlight,Lv. 70,Main Scenario (ARR/Heavensward/Stormblood) ⇒ Post-Stormblood Main Scenario Quests ⇒  Post-Ala Mhigan Liberation,10800,5000,795,399
Under the Sea,Lv. 62,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,102000,829,414,213
Underneath the Sultantree,Lv. 5,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,1400,132,205,757
Unlikely Allies,Lv. 60,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Dragonsong Main Scenario Quests ⇒  Post-Dragonsong War,5000,583,119,933
Unrest in Ishgard,Lv. 56,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Heavensward Main Scenario Quests ⇒  Heavensward,51480,681,219,461
Unsolved Mystery,Lv. 17,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,6240,235,0,179
Unto the Breach,Lv. 80,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Shadowbringers Main Scenario Quests II ⇒  Dark Reprise,22440,1851,465,1154
Unto the Morrow,Lv. 80,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Shadowbringers Main Scenario Quests ⇒  The Voyage Home,22440,NA,1002,1017
Unto the Truth,Lv. 72,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,218880,1100,155,430
Upon the Great Loch's Shore,Lv. 69,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,109000,961,191,358
Victory in Peril,Lv. 14,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,5520,212,252,122
Volunteer Dragonslayers,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,901,440,898
"Vows of Virtue, Deeds of Cruelty",Lv. 80,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Shadowbringers Main Scenario Quests ⇒  The Voyage Home,22440,4200,671,1501
Waiting for the Wind to Change,Lv. 54,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Heavensward Main Scenario Quests ⇒  Heavensward,49920,605,189,756
Waiting in the Depths,Lv. 79,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,228960,1068,228,1062
Warrior of Darkness,Lv. 71,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,217440,1314,631,1024
Washed Up,Lv. 7,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,2240,141,0,584
Way Down in the Hole,Lv. 9,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,3240,179,377,1681
We Come in Peace,Lv. 20,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,6960,1078,65,511
We Must Rebuild,Lv. 4,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,1040,127,148,215
What Do You Mean You Forgot the Wine,Lv. 32,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,13940,288,0,229
What Little Gods Are Made Of,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,658,164,362
What Poor People Think,Lv. 18,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,6480,209,0,277
When It Rains,Lv. 76,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,224640,2493,324,637
When We Were Free,Lv. 60,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Dragonsong Main Scenario Quests ⇒  Post-Dragonsong War,5000,745,371,1657
When Yugiri Met the Fraternity,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,1517,258,408
When the Cold Sets In,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,827,12,897
When the Dust Settles,Lv. 80,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Post-Shadowbringers Main Scenario Quests II ⇒  Dark Reprise,22440,5000,717,893
When the Worm Turns,Lv. 31,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,12800,NA,0,266
Where Courage Endures,Lv. 68,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,108000,631,402,345
Where Men Go as One,Lv. 60,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,100000,778,171,401
Where There Is Smoke,Lv. 25,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,8160,1516,0,308
Where We Are Needed,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,1351,436,598
Where the Chocobos Roam,Lv. 52,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Heavensward Main Scenario Quests ⇒  Heavensward,48360,589,218,326
Where the Streets Are Paved with Koban,Lv. 61,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,101000,721,199,731
While You Were Away,Lv. 67,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,107000,1517,555,1039
Why We Adventure,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Astral Era Main Scenario Quests ⇒  Seventh Astral Era,2340,1220,241,1065
Wilred Wants You,Lv. 27,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,10080,NA,0,288
Winning Over the Wyrm,Lv. 60,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Dragonsong Main Scenario Quests ⇒  Dragonsong War,5000,5000,0,1916
With Tired Hands We Toil,Lv. 68,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,108000,667,214,853
With the Utmost Care,Lv. 41,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,22000,NA,0,860
Without a Doubt,Lv. 12,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,4620,196,0,96
Wood's Will Be Done,Lv. 20,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,6960,1025,109,45
Word from On High,Lv. 76,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,224640,753,235,182
Work in Progress,Lv. 50,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Heavensward Main Scenario Quests ⇒  Heavensward,46800,545,0,372
Working Off the Meal,Lv. 70,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Shadowbringers Main Scenario Quests ⇒  Shadowbringers,216000,642,97,475
Worse than Dragons,Lv. 52,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Heavensward Main Scenario Quests ⇒  Heavensward,48360,618,305,545
Wrath of the Titan,Lv. 30,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,12480,1404,194,0
Ye Wayward Brothers,Lv. 60,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Stormblood Main Scenario Quests ⇒  Stormblood,100000,550,151,150
Ye of Little Faith,Lv. 39,Main Scenario (ARR/Heavensward/Stormblood/Shadowbringers) ⇒ Seventh Umbral Era Main Scenario Quests ⇒  Seventh Umbral Era,20160,1527,71,488
