id,name,levelobjectid,charactername,gender,characterdescription,speechpattern,accent,race,appearance,characterarchetype,charactertype,ttsvoice,subcharacters,voices,agerange,isplayer,voeligible,member
Ebx DA3/designcontent/Characters/InquisitionBase/SecondBase/BaseDwellers/in2_staff_minstrel [6820db09-c33c-af19-474d-657c6f2bca44,,,,,Female,,,,,,,,,,,,,,
9d97d85c-fe82-47cb-af0e-c7d478fc573d,,SeekerFortress/gc1_valc_vendor_01,npc_gc1_TemplarGuard_01,Barter by Belle,Female,A grumpy shopkeep and benevolent conman trying to make a buck in a nervous city. Not easily shocked. Surprised by her own eagerness to learn about a new faith.,,French,Human,,Scoundrel with heart of gold,Minor,Rachel22k_HQ,,,2A,False,True,
cdead263-2cae-416c-9aa8-3eb562c73a54,,SeekerFortress/gc1_valc_CityGuard_02,npc_gc1_TemplarGuard_01,City Guard,Male,"A guard in the city of Val Roeyaux. Competent, but not worldly.",,French,Human,,Rookie,Minor,Peter22k_HQ,,,19,False,True,
b1bf332e-03c3-4296-9aca-2febe7792361,,SeekerFortress/gc1_valc_chanter_mourner_01,npc_gc1_TemplarGuard_01,Chanter Vierre,Male,An older male Chanter mourning outside the grand cathedral.,,French,Human,,,Minor,PeterSad22k_HQ,,,32,False,True,
8feac5cd-ae5e-1425-08b3-4f1d952c3b94,,SeekerFortress/gc1_val_pre_runner,,Ellvie,Female,"A devout follower of the Inquisition. A messenger ""runner"". Peak of health.",Earnest,Standard British,Human,Youthful messenger,Religious believer,Minor,Laura22k_HQ,,,11,False,True,
f8ca6bf2-8cb1-4b71-875a-f395ce2504ab,,SeekerFortress/gc1_valc_courtyard_citizen_03,npc_gc1_TemplarGuard_01,Concerned Noblewoman,Female,An upperclass citizen of Val royeaux. Sly. Used to getting her way. Concerned but not fearful. Switches allegiance quickly after the Chantry proves itself toothless.,,French,Human,,,Minor,Rachel22k_HQ,,,22,False,True,
7b92687d-dbc0-4c02-a035-c121f89513a1,,SeekerFortress/gc1_valc_courtyard_citizen_02,npc_gc1_TemplarGuard_01,Concerned Worker,Male,"An middleclass citizen of Val royeaux. Concerned about the tension in his city, but not really ""in the know"" about such things.",,Standard British,Human,,,Minor,Graham22k_HQ,,,18,False,True,
6d8d7e37-3c13-1b91-7eb4-2ed29fec394b,,Global/red_fiona,Grand Enchanter Fiona,Fiona,Female,"The leader of the free mages at Redcliffe. She was the Grand Enchanter until the mages rebelled, and has since been put in the position of leading her fellow mages in a battle they cannot win. At the point the player meets her, she is weary of the fighting but doing her best.","Determined, she was once a Grey Warden and is rather bitter about the time she spent in the order, wryly regretful of some of the decisions she's made in the past.",French,Elf,,,Minor,Rachel22k_HQ,,,32,False,True,
bad0e68c-1d72-4239-992b-1856a8238acf,,SeekerFortress/gc1_valc_CityGuard_01,npc_gc1_TemplarGuard_01,Veteran City Guard,Male,A guard in the city of Val Roeyaux. Former soldier. Does not want major players coming to his town.,,French,Human,,Veteran beat cop,Minor,Ryan22k_HQ,,,2D,False,True,
6c89ddbe-f061-92e5-3111-9ee1b4f23a76,,SeekerFortress/gc1_valc_CityGuard_03,,City Watchman,Male,"A city guard at Val Royeaux.  Mistrustful and hostile towards the player, who you've heard is responsible for the death of the Divine (a revered religious figure in the city).",,French,Human,Val Royeaux guardsman,,Minor,Ryan22k_HQ,,,19,False,True,
d99ce6c6-b3d8-48f2-960b-54d587f558ea,,SeekerFortress/gc1_valc_courtyard_citizen_01,npc_gc1_TemplarGuard_01,Noble Citizen,Male,"An upperclass citizen of Val royeaux. Usually distant from difficult situations, allowing him to second-guess without personal investment. In short, a pompous ass.",,French,Human,,,Minor,PeterHappy22k_HQ,,,2A,False,True,
2ea609e6-aaa3-4363-808c-eeda1f5ebd02,,SeekerFortress/gc1_valc_courtyard_citizen_04,npc_gc1_TemplarGuard_01,Concerned Merchant,Male,"A middleclass citizen of Val royeaux. Concerned about the tension in his city, used to having a say because of connections and business.",,Standard British,Human,,,Minor,Graham22k_HQ,,,2B,False,True,
Ebx DA3/designcontent/Characters/ValRoyeaux/Scenes/scenes_rec_gallows_cleaner [bdf3fe8f-2fcd-1f93-8580-4ffa0dd95065,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/ValRoyeaux/Scenes/scenes_rec_fainting_1 [bc75999a-1ef5-a58b-cb21-066d3647c7fc,,,,,Male,,,,,,,,,,,,,,
f9787c8b-821d-b531-5a16-0ee260555da1,,ValRoyeaux/Scenes/scenes_rec_carrying,,Carrying Workman,Female,"A worker carrying an awkward box. Not overtaxed, just getting people out of the way.",,American,Dwarf,Worker,,Minor,Lucy22k_HQ,,,14,False,True,
Ebx DA3/designcontent/Characters/ValRoyeaux/Scenes/scenes_rec_boatman [7a638c71-0975-9a6c-d208-6d6e9c75d394,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/ValRoyeaux/Scenes/scenes_once_gallows_headsman [662df7d6-fecd-47fc-e7a3-918c17d04365,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/ValRoyeaux/FlavorPairs/val_flavor_divine_B_1 [cf881a63-b5fc-a003-9481-b64a3d089595,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/ValRoyeaux/FlavorPairs/val_flavor_empress_1 [805b6372-eb62-3ec3-1a1b-7b89d32ff1bf,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/ValRoyeaux/FlavorPairs/val_flavor_josephine_1 [7d98b01e-a9b6-d344-1ae1-2b31c42b8844,,,,,Male,,,,,,,,,,,,,,
Ebx da3/DesignContent/Characters/ValRoyeaux/FlavorPairs/val_flavor_mages_1 [30de143f-4ea6-4c56-85dd-553e61071288,,,,,Female,,,,,,,,,,,,,,
Ebx da3/DesignContent/Characters/ValRoyeaux/FlavorPairs/val_flavor_mythal_1 [d791559d-5b1c-80e4-ec78-1ca2e06c96b2,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/ValRoyeaux/FlavorPairs/val_flavor_divine_A_1 [c645eccb-e5cb-8756-fb93-7e00774dc4e6,,,,,Female,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/ValRoyeaux/FlavorPairs/val_flavor_followers_1 [a5fab703-23b4-8116-339c-771435859da5,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/ValRoyeaux/FlavorPairs/val_flavor_blackwall_1 [6d0e50ed-50b7-46b8-6166-bb79934fa09a,,,,,Female,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/ValRoyeaux/FlavorPairs/val_flavor_red_jenny_1 [8c5723d8-c0a7-f5ae-f5e4-0758a5aaceb3,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/ValRoyeaux/FlavorPairs/val_flavor_guards_1 [014bf40b-1395-06ba-9d10-a085a895970a,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/ValRoyeaux/FlavorPairs/val_flavor_templars_1 [5c877ea2-d9b7-5ac4-2ed2-7476c44c96f0,,,,,Female,,,,,,,,,,,,,,
f81095c8-5161-4114-9705-bf8da2672806,,ValRoyeaux/Theater/val_flavor_panto_1,,Very Happy,Female,"Avant-garde panto performer playing the part of the spirited fool. Insufferably smug about her art, too clever for her own good.",,French,Human,Garish and ridiculous,,Minor,QueenElizabeth22k_HQ,,,14,False,True,
200ba359-d90c-a3e5-b15e-5cec667c30bb,,ValRoyeaux/Theater/val_flavor_panto_2,,Very Serious,Male,"Avant-garde panto performer playing the part of the mockingly serious authority figure. Insufferably smug about his art, too clever for his own good.",,French,Human,,,Minor,PeterSad22k_HQ,,,14,False,True,
Ebx DA3/designcontent/Characters/ValRoyeaux/FlavorPairs/val_flavor_war_1 [77de558f-f168-578c-6713-0f0d859ae245,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/ValRoyeaux/FlavorPairs/val_flavor_civil_war_1 [2a3b31f0-7cc8-6ff4-cd94-2e003bfc77e6,,,,,Female,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/ValRoyeaux/FlavorPairs/val_flavor_chant_of_light_1 [8a6148bc-2140-3337-8134-847144cb1e7f,,,,,Female,,,,,,,,,,,,,,
Ebx da3/DesignContent/Characters/ValRoyeaux/FlavorPairs/val_flavor_roderick_1 [59aa8f59-3234-2b43-acaf-dd0f3c988eeb,,,,,Male,,,,,,,,,,,,,,
Ebx da3/DesignContent/Characters/ValRoyeaux/FlavorPairs/val_flavor_inq_authority_1 [14cbb79c-c3de-937f-df25-d463d9f5e35a,,,,,Female,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/ValRoyeaux/FlavorPairs/val_flavor_betrothals_1 [a270cfa4-f1ae-59d4-f39f-5d286e237ace,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/ValRoyeaux/Hub_Dwellers/val_staff_inquisition_soldier [a104f9bc-a90b-8d68-a0a6-f4ba290c8180,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/ValRoyeaux/val_merchant_codex [f43bf704-fba1-b2f3-c618-ee359022300f,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/ValRoyeaux/Hub_Dwellers/val_staff_special_merchant [337e93b6-9cda-5434-9223-2d9bd3e1c2c1,,,,,Male,,,,,,,,,,,,,,
2ce862e9-a90e-4312-9d0f-625664e5acb0,,ValRoyeaux/val_merchant6,,Saphi,Female,An elegant shopkeep who sells high-end magic items.,,French,Human,,,Minor,PeterHappy22k_HQ,,,1E,False,True,
d5bed687-1105-4e1a-b06a-fae3b7ee7fae,,ValRoyeaux/val_merchant7,,Baubles by Barnabus,Male,"A nearsighted jeweler. Friendly, but easily distracted. Detail man.",,French,Human,,,Minor,Graham22k_HQ,,,1E,False,True,
Ebx DA3/designcontent/Characters/ValRoyeaux/Hub_Dwellers/val_staff_guard_01 [76bd7da7-2cc7-1dae-15c5-07d1edba3fcf,,,,,Female,,,,,,,,,,,,,,
33ca2bd3-6af3-43a7-a33f-0477ac96d999,,ValRoyeaux/val_merchant5,,VR - Merchant 5,Female,"Confident, a salesman specialized in professional gear for warriors. The business of killing. Not vicious about it.",,French,Human,Warrior,,Minor,Lucy22k_HQ,,,1E,False,True,
c50aaffa-16df-4b93-9afd-ea2f4fe2b17a,,ValRoyeaux/val_merchant4,,VR - Merchant 4,Male,Craftsman. Brusk. Burly. Traditional.,,Standard British,Human,,,Minor,Micah22k_HQ,,,1E,False,True,
9bcbb7a5-4fb8-1533-2bda-45ccdf4c5d51,,ValRoyeaux/val_merchant1,,Pierre-Merie,Male,"A hopeful merchant. He's been selling mage items as curiosities, and is eager to meet someone who would actually use them.",,French,Human,,,Minor,Tyler22k_HQ,,,1E,False,True,
e16f2338-85e7-41fb-acff-7f7eb360a675,,ValRoyeaux/val_merchant3,,Havel,Male,"A utilitarian Dwarf merchant. Grumbly, doesn't give his sources. Not a criminal, just protective.",,American,Dwarf,Rogue,,Minor,Peter22k_HQ,,,1E,False,True,
f8a082a9-9c91-48d6-be6a-df93d231f640,,ValRoyeaux/val_merchant2,,VR - Merchant 2,Female,"A helpful noble merchant. Respectful, likes people, but overprices. Smirks knowingly a lot.",,Standard British,Human,,,Minor,Lucy22k_HQ,,,1E,False,True,
Ebx DA3/designcontent/Characters/ValRoyeaux/Hub_Dwellers/val_staff_guard_02 [6e7eec56-f6b1-8c09-0088-7c6594556b41,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/ValRoyeaux/Hub_Dwellers/val_staff_new_mother [2f399c15-983c-9e82-8450-ed96cfe95ec9,,,,,Female,,,,,,,,,,,,,,
6a70758d-4f05-765c-4148-5cc9ec5ff1cc,,TheDales/Deserters_Villa/td_deserters_footsoldier_4,,Deserter Footsoldier 4,Male,A former solider turned criminal.,,French,Human,,,Minor,Peter22k_HQ,,,1E,False,True,
e1ca6b60-0f53-6ea8-3736-3076f084406e,,TheDales/Deserters_Villa/td_deserters_footsoldier_3,,Deserter Footsoldier 3,Male,A former soldier who has turned to a life of looting/smuggling.,,French,Human,,,Minor,Ryan22k_HQ,,,1E,False,True,
8c48dfd0-d4f1-545e-39b8-c3639fb8a3e8,,TheDales/Deserters_Villa/td_deserters_footsoldier_2,,Deserter Footsoldier 2,Female,A former soldier who has turned to a life of looting/smuggling.,,French,Human,,,Minor,Lucy22k_HQ,,,1E,False,True,
3586fbbd-5bf3-99c3-606b-d9423b47f177,,TheDales/Deserters_Villa/td_deserters_footsoldier_1,,Deserter Footsoldier 1,Male,A former soldier who has turned to a life of looting/smuggling.,,French,Human,,,Minor,Graham22k_HQ,,,1E,False,True,
fb904438-a367-1c73-162c-3f99b05b6cfb,,TheDales/Deserters_Villa/td_deserters_archer,,Deserter Archer,Female,A former soldier who has turned to a life of looting/smuggling.,,French,Human,,,Minor,Rachel22k_HQ,,,1E,False,True,
Ebx DA3/designcontent/Characters/TheDales/DalishTombs/elf_ruins_scout [792b763d-e82d-2809-51c8-16ff492fc227,,,,,Female,,,,,,,,,,,,,,
dace24dd-75cd-4536-944e-c552c5350b78,,Global/Enemies/gen_venatori_guardsman_m,,Venatori Guardsman,Male,This is the soundset character for male venatori guardsmen.,,Tevinter,Human,,,Minor,Tyler22k_HQ,,,1E,False,True,
1f107b0b-d486-48c7-845f-901d2b2d6d42,,TheDales/TheDales_Main/dal_hld_sermichel,,Michel de Chevin,Male,"Michel de Chevin is a disgraced and exiled chevalier. After being dismissed from Empress Celene's service, he dedicated his life to hunting down the demon Imshael, whom he freed accidentally.",,French,Human,,,Minor,PeterSad22k_HQ,,,1E,False,True,
Ebx DA3/designcontent/Characters/TheDales/TheDales_Main/Dales_Ambients/dal_hld_dying_imshael_victim [69e96a5b-9824-6882-ead6-1823414f8099,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/TheDales/TheDales_Main/Dales_Ambients/dal_hld_keep_chat_researcher [8181c753-5b14-479d-a7d8-2758cb9c9d35,,,,,Female,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/TheDales/TheDales_Main/dal_hld_lq_infectedwoman [f7ae7738-e40f-0084-ca0b-231680c45a17,,,,,Female,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/TheDales/TheDales_Main/Dales_Ambients/dal_hld_redtemplar_fight [33ac38c6-dc53-416f-9428-d8bb1ff7db4e,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/TheDales/TheDales_Main/dal_hld_imshael_demon [c248b89e-9601-c6b0-7dec-ef4f8fc8ac0f,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/Global/dal_judgement_landowner [a97a48d7-2cbe-20b4-8e9f-0f7cfa42e70e,,,,,Female,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/TheDales/TheDales_Main/dal_hld_lq_bluehouselady [09231e61-a034-4ad1-a277-bbc8d4d7ae2c,,,,,Female,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/Global/keep_lt_highlands [f1a5f909-21e2-3e55-9192-34bae00cea02,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/TheDales/TheDales_Main/dal_wild_main_slave [b9818ef6-cfec-047d-359e-c06757866904,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/TheDales/TheDales_Main/Dales_Ambients/dal_hld_keep_gossip_1 [42c86aa8-c9be-4203-92c6-1c28279a7525,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/TheDales/TheDales_Main/Dales_Ambients/dal_hld_inqcamp_scout_m [9b501e29-cbaf-4a49-903f-bcdb65fc982f,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/TheDales/TheDales_Main/dal_hld_wild_villager_wife [fa5870a6-ffba-56ea-0d12-dd1fdce66718,,,,,Female,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/TheDales/TheDales_Main/Dales_Ambients/dal_hld_inqcamp_soldier_m [b9538510-cbf2-47c9-a3e1-814be371dd5f,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/TheDales/TheDales_Main/Dales_Ambients/dal_hld_quarry_amb_researcher_dwarf [bd9cf03e-532f-4e3f-9b7f-74d89789a1c6,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/TheDales/TheDales_Main/dal_hld_wild_villager_husband [beda7cff-79eb-00c0-ee27-20965e55ccd5,,,,,Male,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/TheDales/TheDales_Main/Dales_Ambients/dal_hld_inqcamp_scout_f [29365d9f-0cbb-45a2-ae78-412c55e1adcc,,,,,Female,,,,,,,,,,,,,,
Ebx DA3/designcontent/Characters/TheDales/TheDales_Main/Dales_Ambients/dal_hld_town_chanter [93bccf45-baa5-c61b-9819-cef0839a3842,,,,,Female,,,,,,,,,,,,,,
