CharName,Line,LastNamedChar,LastButOneNamedChar,location
UnknownChar163,"P-prepare to die, eggbear!",Yuri,Repede,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_060_050
UnknownChar164,Whoa!,Yuri,Repede,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_060_050
UnknownChar165,Waaaaah! OOF!,Yuri,Repede,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_060_050
UnknownChar166,"Ooh, man that hurt ... ",Yuri,Repede,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_060_050
UnknownChar167,Gyaah!,Yuri,Repede,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_060_050
UnknownChar168,I-I'm warning you! I don't taste very good. You'll get the runs!,Yuri,Repede,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_060_050
UnknownChar169,"Oh my gosh, s-s-somebody h-h-help me--! Aaaah!!",Repede,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_060_050
UnknownChar170,Huh? The monster turned into a girl?,Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_060_050
UnknownChar171,I'm Karol Capel! I'm a member of the Hunting Blades guild. We travel the globe in search of the toughest monsters!,Yuri,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_060_050
UnknownChar172,"Oh my, you can use healing artes?",Estelle,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_011
UnknownChar173,"Why, that would be excellent! ... But I'm afraid we don't have very much money ... ",Estelle,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_011
UnknownChar174,Amazing ... The pain is all gone. Th-thank you. Thank you so very much.,Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_011
UnknownChar175,"My heavens, what amazing healing artes you have ... ",Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_011
UnknownChar176,How can we ever thank you?,Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_011
UnknownChar177,What a humble young lady. I wish the Imperial Knights could follow your example.,Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_011
UnknownChar178,Not a chance! The Knights refuse to lift a finger to protect us from the monsters!,Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_011
UnknownChar179,"Well, I guess the empire couldn't care less what happens to us here.",Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_011
UnknownChar180,"Ah, but that one knight sure was different, wasn't he?",Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_011
UnknownChar181,"Yes, that young man. If not for him, we would have all been lost.",Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_011
UnknownChar182,"The barrier weakened earlier than usual this year, and we were attacked before the guild could come to protect us.",Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_011
UnknownChar183,There was a knight who happened to be passing through our town on a pilgrimage. He and his brigade drove off all the monsters.,Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_011
UnknownChar184,"Yes, his name was Flynn Scifo.",Yuri,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_011
UnknownChar185,"No, he left the village afterwards in search of a mage who could fix the barrier.",Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_011
UnknownChar186,"It looked like he was headed east, but beyond that I couldn't tell you ... ",Yuri,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_011
UnknownChar187,Yeah! We got weapons now! We're gonna beat those monsters!,Karol,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_020
UnknownChar188,The mayor's gonna let us fight now!,Karol,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_020
UnknownChar189,"Let's beat up those monsters, just like Flynn!",Karol,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_020
UnknownChar190,Yeah!,Karol,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_020
UnknownChar191,Yeah!,Karol,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_020
UnknownChar192,Yeah!,Karol,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_020
UnknownChar193,What are the two of you doing over here?,Yuri,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_030
UnknownChar194,"I don't know if you'll make much progress on that one. That knight, Flynn, couldn't figure out the reason either.",Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_030
UnknownChar195,It seems these two are trying to figure out the reason the tree's withered so.,Karol,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_030
UnknownChar196,What! The monster blood? I had no idea ... ,Karol,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_030
UnknownChar197,"Howdy, welcome to the store! What can I get for you today?",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_040
UnknownChar198,Unfortunately we're sold out at the moment.,Yuri,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_040
UnknownChar199,"But you know, if I had the right ingredients, I'd be able to fix some up for you.",Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_040
UnknownChar200,"I'd need three ingredients: An eggbear claw, a nia fruit, and a luluria petal.",Yuri,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_040
UnknownChar201,But why do you need a panacea bottle so badly?,Yuri,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_040
UnknownChar202,A kid came by the other day asking about the same exact thing.,Yuri,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_040
UnknownChar203,What's that? I've never heard of using a panacea bottle on a tree before ... ,Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_040
UnknownChar204,"Sorry, I can't help you there. Monsters are beyond my expertise.",Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_040
UnknownChar205,If a member of the Hunting Blades were here they might be able to tell you. They make their living hunting monsters.,Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_040
UnknownChar206,"You know the tree in the middle of town, right? It's a petal from that tree.",Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_040
UnknownChar207,Normally we use magic resin but there isn't any around these parts at all.,Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_040
UnknownChar208,I believe the mayor has some luluria petals. You might try asking him.,Estelle,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_040
UnknownChar209,"Who'd you hear that from? I mean, I do, but ... ",Estelle,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_050
UnknownChar210,"Ahh, so that's why you need a petal.",Estelle,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_050
UnknownChar211,The luluria is one of the three flowers that blooms on Halure's tree.,Estelle,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_050
UnknownChar212,"The petals are dried for half a year in the shade, and they're very valuable.",Estelle,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_050
UnknownChar213,"This is my last petal, but if it'll restore the tree to its old self, then I don't mind giving it to you.",Estelle,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_070_050
UnknownChar214,"Ah, you're back! Have you gotten all the ingredients together?",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_010
UnknownChar215,"Eggbear claw, nia fruit, and luluria petals ... that's everything.",Karol,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_010
UnknownChar216,"All right, let's get this stuff made.",Karol,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_010
UnknownChar217,"Here you go, one panacea bottle!",Estelle,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_010
UnknownChar218,"Sorry, but synthesis costs Gald too.",Karol,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_010
UnknownChar219,I'll give you a special rate of 10 Gald this time. Come back whenever you're ready.,Karol,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_010
UnknownChar220,"Hey, I thought you wanted to make a Panacea Bottle?",Karol,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_010
UnknownChar221,"Select Panacea Bottle from the Synthesis menu. Now, try it again.",Karol,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_010
UnknownChar222,Oh! Have you made the antidote to cleanse the tree of poison?,,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_020
UnknownChar223,"Please, great tree of Halure. Restore the fallen barrier.",Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_020
UnknownChar224,Please ... ,Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_020
UnknownChar225,I'm afraid that's impossible. That was the last of the luluria petals.,Estelle,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_020
UnknownChar226,Can this be ... ?,Karol,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_021
UnknownChar227,Is she using healing artes ... ?,Karol,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_021
UnknownChar228,It's like a dream ... ,Karol,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_021
UnknownChar229,There's no way ... and yet ... ,Karol,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_021
UnknownChar230,Yay! Yay! You're the greatest!,Estelle,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_021
UnknownChar231,Thanks for making the tree of Halure healthy again!,Estelle,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_021
UnknownChar232,"We owe you our gratitude. Thanks to this, our city can live once more ... ",Estelle,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_021
UnknownChar233,Please wait.,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_030
UnknownChar234,You deserve a reward for restoring our tree. Please stop by at my house.,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_030
UnknownChar235,I will be waiting at my house. Please come.,Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_030
UnknownChar236,"Welcome, welcome! Here, make yourself at home.",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_060
UnknownChar237,Are you leaving before that young knight is back?,Estelle,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_060
UnknownChar238,Did something come up?,Yuri,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_060
UnknownChar239,"If there's anything I can do to help, don't hesitate to ask.",Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_060
UnknownChar240,"I see ... Then, it's not much, but I'd at least like you to take this.",Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_060
UnknownChar241,But since your friend helped us out so much ... ,Yuri,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_060
UnknownChar242,But then how will I ever repay you?,Karol,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_060
UnknownChar243," ... All right then. The next time you're here, I'll put my heart and soul into paying back what you've done for us!",Estelle,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_060
UnknownChar244," ... Aspio? Ah yes, I believe that was the name of the City of Shade ... ",Yuri,Estelle,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_060
UnknownChar245,"From what I've heard, the town lies between tall mountains, and sunlight rarely reaches its gates.",Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_060
UnknownChar246,"Every now and then, a few quiet folks in cloaks and hoods come to our town to get supplies ... ",Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_060
UnknownChar247,"But they're quite creepy, to be honest. Our town doesn't deal with them much.",Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_060
UnknownChar248,"Towards the east, I think. I wish I could tell you the exact location ... ",Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_090_060
UnknownChar249,"May I see your passport, please?",,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_100_010
UnknownChar250,"This is an Imperial facility. We can't just let anyone inside, can we?",Estelle,,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_100_010
UnknownChar251,"If you filled out the official visitation paperwork, then you ought to have gotten your passport from this “associate” of yours.",Yuri,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_100_010
UnknownChar252,What's your associate's name?,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_100_010
UnknownChar253,M-Mordio?!,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_100_010
UnknownChar254,W-we can't help you. You'll need to mail in a request and have a passport officially issued to you.,Yuri,Yuri,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_100_010
UnknownChar255,All information about the establishment is classified. We cannot share even small details with outsiders.,Estelle,Karol,https://hyouta.com/vesperia/?version=ps3pe&locale=jp&compare=c2&section=scenario&name=EP_100_010
