"charName","gender","eng_word","eng_syll","eng_char","jap_char","jap_romaji","jap_kana","jap_word","re_word","re_syll","re_char","re_comment","eng","jap","re","RetranslatorComment"
"poyozo","male","13","19","64","28","40","28","7","10","13","39","0","I'm the piano man [musicsymbol] Play a sad one, Joe! Something upbeat, please!","お～いらは　ピアノひき～[note] かなしいやつ はでなやつ","I'm a piano player~[note] A sad one A flashy one",""
"shop keeper","male","22","23","81","54","82","56","10","23","24","89","0","I've got the best Jerky in town, but I'm saving it. I might let some go for, say, 9900G. How about it?","とっておきの、ハイパーほしにくが あるんだけどねえ～ とっておきだからねえ～。 9900Gでなら考えてもいいな。 買うかい？","I've got Hyper Dried Meat set aside... And since it IS set aside... I could consider it, if it's for 9900G. Buy it?",""
"crono","male","1","1","4","2","3","2","1","1","1","3","0","Yes.","買う","Yes",""
"shop keeper","male","8","10","30","20","34","20","7","8","10","39","0","You must be really hungry! Here you go!","もの好きだよね～ そ～ら、ハイパーほしにくだ！ ","You're peculiar... There ya go, Hyper Dried Meat!",""
"crono","male","1","1","3","4","8","4","1","1","1","2","0","No.","やめとく ","No",""
"shop keeper","male","3","3","14","5","9","5","1","2","2","10","0","Didn't think so...","やっぱりね。 ","Thought so.",""
"ticket clerk","male","8","8","28","21","36","23","9","10","11","41","0","A one-way ticket is 10G. Want one?","定期船に乗るなら10Gだよ。 チケット買うかい？","It's 10G if you're riding the ferry. Buy a ticket?",""
"crono","male","1","1","4","2","3","2","1","1","1","3","0","Yes.","はい","Yes",""
"ticket clerk","male","7","7","22","15","26","15","5","7","7","31","0","Here you go. Have a nice day!","はい。　これがチケットだ。 まいどあり！ ","Here. This is your ticket. Come again!",""
"crono","male","1","1","3","3","3","3","1","1","1","2","0","No.","いいえ ","No",""
"ticket clerk","male","8","10","31","22","40","24","7","13","13","47","0","But you'd love the trip! I guarantee it!","乗れば気分そうかい！ そんはしないと思うけどなあ……。 ","It feels great if you ride! I don't think it would hurt you......",""
"crono","male","4","5","21","16","16","17","4","6","7","31","0","STATUS: Not enough cash.","STATUS: お金が、たりないなあ","STATUS: You don't have enough money ...",""
"ticket clerk","male","3","3","14","9","16","10","4","5","5","24","0","Not enough cash.","お金が、たりないなあ……。 ","You don't have enough money......",""
"woman","female","8","9","28","9","18","11","3","3","4","15","0","I take the ferry every chance I get!","定期船はいいわねえ。","The ferry's nice.",""
"little boy","male","5","6","21","8","16","10","3","3","4","15","0","Nothing like a ferry ride!","定期船はいいなあ……。","The ferry's nice......",""
"old man","male","7","10","33","31","72","41","14","16","24","78","0","Welcome to the Millennial Fair! Have fun!","おお、わか者よ！ 今日はわが王国の千年祭だ！ ぞんぶんに楽しんでゆかれよ。","Oh, the young! Today is our kingdom's Millennial Festival! Go enjoy it to your heart's content.",""
"little girl","female","11","13","47","30","64","35","11","18","23","74","0","Those runners are busy racing, so they won't talk to you.","走っている人はレース中よ。 話しかけても返事してくれないんだから。","The running people are in the middle of racing. They won't answer even if you talk to them.",""
"man","male","27","35","123","58","102","62","17","30","36","123","0","Press the A Button while facing the bell. Judge your distance carefully, and press the A Button again! Impressive! I'll put 1 Silver Point on your card!","正面にたってボタンを押しな。 動きだしたらタイミングよく Aボタンだ。 やったね！！ シルバーポイントカードに1ポイント ためておくよ！！","Stand in front and push the button. Once you start moving, hit the A button with good timing. You did it!! You collect one point on your silver point card!!",""
"SYSTEM","neutral","6","7","30","22","39","24","5","9","13","46","0","Can't carry any more Silver Points.","もうこれ以上シルバーポイントは ためられないよ。","You can't accumulate any more silver points than this.",""
"old woman","female","21","25","100","54","102","64","20","27","32","114","0","This Kingdom's been through a lot, like the war against Magus, 400 years ago. Thank goodness things are so peaceful now.","思い返せばこの国にもいろいろな事が あったからねえ……。 400年くらい前の魔王軍との あんたも今の平和にかんしゃしなよ。","Thinking back on it, a lot's happened to this country...... Like the war with Magus's army about 400 years You be thankful for the peace now too.",""
"young woman","female","14","17","69","49","84","49","11","19","22","80","0","I heard this guy pays big bucks for charms, weapons, pendants, and other rarities.","ここのおじさん、アクセサリーなんかも 買い取ってくれるそうよ。 そうねェ……、ペンダントなんかも 売れるかしらねえ。","I hear this guy buys accessories and stuff too. Yeah...... I bet you could sell pendants and stuff too.",""
"little boy","male","18","19","66","71","144","83","29","38","45","158","0","What's the big deal? So what if we won a war against a Wizard hundreds of years ago!","エヘヘ、ボク知ってるよ。 何びゃく年か昔、魔王軍と すごい戦いがあったんだって。 もしその戦いに負けてたら 今こんなお祭りはなかったって うちのママが言ってたよ。","Eh, heh, heh, I know about it. I heard there was an awesome battle with Magus's army hundreds of years ago. My mama says that if we'd lost that battle, there wouldn't be a festival like this now.",""
"young man","male","8","8","27","12","24","13","6","10","11","36","0","The race is on. Be quiet and watch!","レース中さ。 だまって見てな！","It's the middle of a race. Be quiet and watch!",""
"old man","male","24","30","106","76","142","83","26","32","38","155","0","The Steel Runner might try something. I knew it! It's the Green Ambler! Catalack, you're a sure bet! Can't anyone beat G. I. Jogger?","今日のてっかめんランナーは 何かやらかす予感がするぜ。 うっちゃれダイナ…… ふっ……、俺が見込んだやつさ。 たのもしいぜ……、スイートキャット。 今のほいほいソルジャーの右に 出る者は……。","I get the feeling the Iron-Masked Runner's up to something today. Throw-Down Dina...... Phew...... I've got high hopes for you. Promising...... Sweet Cat. There's none above the Novice Soldier today......",""
